text,summary
"ప్రపంచవ్యాప్తంగా ఉన్న పెద్ద, చిన్న మతాలన్నీ శాస్త్ర విజ్ఞానం బాగా అభివృద్ధి చెందక ముందు, ఈ భూగోళం ఎలా ఏర్పడిందో తెలియకముందు, సృష్టి రహస్యం తెలియకముందు పుట్టినవే. మతాన్ని కారల్‌మార్క్స్‌ మత్తుమందు అన్నాడు.  మతాలు ఎందుకు పుట్టినా ప్రపంచవ్యాప్తంగా హింసాయుత సంఘటనలకు దారితీశాయి. మతాల కోసం యుద్ధాలు, రక్తపాతాలు జరిగాయి. డార్విన్‌ జీవపరిణామ సిద్ధాంతం వచ్చి సృష్టి రహస్యాన్ని ఛేదించిన తర్వాత ప్రపంచవ్యాప్తంగా ఒక్క మతమూ పుట్టుకు రాలేదు. మతాల స్థానంలో బాబాలు పుట్టుకొచ్చారు.",పౌరసత్వ నిరూపణకు మతం ఆధారమా ?
"వ్యక్తులతో ముఖాముఖిగా కాకుండా వర్చువల్‌గానే ఎక్కువగా సంభాషిస్తున్న, టెక్నాలజీ ప్రాధాన్యం–సామాజిక అనుసంధానం తెగిపోవడం ప్రాతిపది కన నడుస్తున్న ప్రపంచంలో జీవిస్తున్నాం కనుకే మానవ స్పర్శ అనేది మనిషి జీవితంలో తగ్గుముఖం పడుతోంది. ఒకసారి కరోనా వైరస్‌ పరిసమాప్తి అయ్యాక, మనకు ఎదురయ్యే పెను సవాల్‌ మానవ స్పర్శ పట్ల మన ఆలోచనలను పునర్నిర్మించుకోవడం ఎలా అన్నదే. కరోనా వైరస్‌కి చెందిన భయానకమైన అనుభవం నుంచి వైదొలగడానికి కూడా మనకు ఒక స్పర్శ, ఒక వెచ్చని కౌగిలింత అవసరం కావచ్చేమో మరి.",మానవ స్పర్శకు కరోనాతో గండి
"పౌరసత్వ సవరణ చట్టం– 2019 పాకిస్తాన్, బంగ్లాదేశ్, అఫ్గానిస్తాన్‌లో మతహింసను ఎదుర్కొంటున్న మైనార్టీ సముదాయాలకు వరం. ఆ దేశాల్లో మతహింసను తట్టు కోలేక ఎంతోమంది భార త్‌లో ఆశ్రయం పొందుతు న్నారు. వీరిలో 80 శాతం మంది షెడ్యూల్డ్‌ కులాలు, తెగలకు చెందినవారేనని అంబేడ్కర్‌ గణాంకాలతో వివరణ ఇచ్చారు. బెంగాల్‌ లోని నామసూద్రులలో అత్యధికంగా ఉన్న మాతువ ప్రజల పరిస్థితి హృదయ విదారకమే. పాండ్రా క్షత్రియ, మహి వంటి వారు షెడ్యూల్డ్‌ కులాలకు చెందినవారే. దేశ విభజన సమయంలోనే వారు భారత్‌ రాకుండా అప్పటి నాయకత్వం బలవంతంగా ఆపింది. మహ్మద్‌ అలీ జిన్నా తదితరులు వారి భద్రత విషయంలో హామీ ఇచ్చారు. దానికి తోడుగా కొంత మంది దళిత నాయకులు వారి రాజకీయ ప్రయోజ నాల కోసం, దళితులకు స్వేచ్ఛ, సమానత్వం పాకి స్తాన్‌లోనే ఉంటాయని మాట్లాడారు. ",పౌరసత్వ సవరణ చట్టం దళితులకే వరం
"2019 సాధారణ ఎన్నికల్లో తెలుగుదేశం పార్టీ చరిత్రలో కనీవినీ ఎరుగని ఓటమిని పొందిన తర్వాత, ఆ పార్టీ అధ్యక్షుడు నారా చంద్ర  బాబునాయుడు మనఃస్థిమితం కోల్పోయి ప్రవర్తిస్తున్నాడనడానికి స్థానిక ఎన్నికలను వాయిదా వేయాలని కోరుతూ తన హయాంలో అధికార పదవులు వెలగబెట్టిన ఎన్నికల కమిషనర్‌ రమేష్‌ కుమార్‌ను ప్రభావితం చేస్తూ కోరడమే నిదర్శనం. పదవీచ్యుతుడైన పాలకుడు తిరిగి ఆ పదవిలోకి పునరావాసం చేయడానికి ఎన్ని సాకు లైనా వెతు  కుతాడు. ఆ పనిలోనే ఉన్న చంద్రబాబు చేతికి, నోటికి అంది వచ్చిన సరికొత్త ‘ఆయుధం’ కరోనా వ్యాధి.",ముసుగు కరోనాది లొసుగు బాబుది
"ప్రస్తుతం ప్రపంచవ్యాప్తంగా ఒక ఉపద్రవం ముంచుకొచ్చింది. ఇది తీవ్రవాదం కాదు. అలా అని ప్రకృతి వైపరీత్యం కాదు. అదే  కరోనా వైరస్‌  వ్యాధి.  ఒకేసారి 1,45,341 మంది  ఈ కరోనా వైరస్‌ బారిన పడ్డారు. ఈ సంఖ్య పెరుగుతోంది. 138 దేశాలకు కరోనా వైరస్‌ వ్యాపించింది. ఇప్ప టికి 5,670 మందికి పైగా మరణించారు. మహా కార్చిచ్చులా వ్యాధి, దానితోపాటు సంచ లనం వ్యాపించింది. ఎక్కడ చూసినా, ఆంక్షలు, నిషే ధాలు. ప్రయాణాలు  స్తంభించిపోయాయి.",మహమ్మారి కరోనా ప్రపంచానికే పెనుసవాల్‌
"కురుక్షేత్ర యుద్ధంలో దుశ్శాసనుని గుండెలు చీల్చిన భీముడు వేడి నెత్తురును దోసిట పట్టి ద్రౌపది కురులకు అలంకరించి ముడివేసిన దృశ్యం భయానకంగానే కనిపిం చవచ్చు. కానీ, అదే దుశ్శాసనుడు అంతఃపురంలో వున్న ద్రౌపదిని జుట్టు పట్టుకొని బరబరా ఈడ్చుకుంటూ నిండు రాజసభలోనికి లాక్కొని వచ్చి వలువలూడ్చిన వీడి యోను కూడా ప్లే చేస్తే పై దృశ్యం మనోహరంగానే కని పిస్తుంది. ","భయానకం కాదు, మనోహరం"
"కొన్ని వేల సంవత్సరాల నాడే అరిస్టాటిల్‌ మహాశ యుడు ‘నేటి మన యువత వెర్రిపోకడల్ని గమనిస్తుంటే, రానున్న రోజుల్లో ఈ సమాజం ఏమి కానున్నదో తల్చు కుంటే భయం వేస్తోంది’ అని పదేపదే నిర్వేదపడేవాడు. మూడువేల సంవ త్సరాల తర్వాత కూడా ఏమీ కాలేదు. ఎప్పుడూ అంతే, నాన్నలకి పిల్లల ధోరణి విపరీతంగా కనిపి స్తుంది. పిల్లేంచేసినా ఏదీ ఒక సక్రమ మార్గంలో ఉండదని తండ్రులు ప్రగాఢంగా భావించేవారు. పిల్లలు హాయిగా నవ్వుకుంటూ తమ జీవితం తాము గడిపేవారు.",ఏది హాస్యం! ఏది అపహాస్యం!
"తండ్రి ఆత్మహత్య నేపథ్యంలో, హత్యకు గురైన తన భర్త పట్ల, అతడి కుటుంబం పట్ల  అమృత ప్రదర్శించిన నిబద్ధత.. నైతిక జీవితానికి సంబంధించి అతి గొప్ప  ఉదాహరణగా నిలిచిపోతుంది. కులం చుట్టూ పెనవేసుకుపోయిన మానవ అస్పృశ్యత  ప్రభావమే ఒక యువకుడి దారుణ హత్యకు దారితీసింది. అంతిమంగా తండ్రి ఆత్మహత్యకు కారణమైంది. మారుతిరావు కులతత్వమే అతడి కుటుంబాన్ని, అతడిని కూడా ధ్వంసం చేసింది. మనుషులు మంచివారు లేక చెడ్డవారు అని కులం ఎలా  నిర్ణయిస్తుంది అని ప్రశ్నించింది అమృత. సంపద కానీ, కులం కానీ మానవ  ప్రేమను, అభిమానాన్ని పట్టించుకోవు, సహించవు అని అమృత మన సమాజానికి  ఇస్తున్న సందేశం శాశ్వత విలువ కలిగినది.",సమాజానికి ‘అమృత’ సందేశం
"భారతదేశంపై దండయాత్రలు చేసి, ఆక్రమించుకున్న ముస్లిం పాలకుల మీద ప్రజల్లో ఉన్న ద్వేష భావాన్ని ప్రస్తుతం ఇక్కడ ఉన్న ముస్లింల మీదికి మళ్లించడం హానికరం. దేశంలో ఉన్న కులాల అంతరాలను ప్రశ్నించకుండా కృత్రిమ ఐక్యతను ప్రదర్శించడం నిష్ప్రయోజనకరం. ముందుగా మనం మన ఇల్లును, మన ప్రజలను ఏకం చేయడానికి పూనుకోకుండా విద్వేషాన్ని ముందుకు తీసుకొస్తే అది ప్రజల మధ్య వైరాలను పెంచే, ఒక ఎడతెగని సంఘర్షణకు దారితీస్తుంది.",ఈ సంఘర్షణ ఇంకెంతకాలం?
"దేశ రాజధాని ఢిల్లీలో చెలరేగిన హింస, అల్లర్లలో 50 మందికి పైగా ప్రాణాలు కోల్పోవడం అత్యంత విచారకరం. ఈ హింసాత్మక ఘటనల్లో ఒక మతం వారిని, కేంద్ర ప్రభుత్వాన్ని.. ముఖ్యంగా హోం శాఖను అనుమానించేలా చాలామంది మాట్లాడుతున్నారు. వాస్తవానికి ఈ ఘర్షణల్లో మూడు మతాలకు చెందినవాళ్లు బాధితులయ్యారు. రెండు వర్గాల మధ్య అపోహలు సృష్టించి, అనుమానాలు రేకెత్తించి, సుహృద్భావ వాతావరణాన్ని చెడగొట్టారు. అల్లర్లకు, ఆస్తి నష్టానికి సంబంధించి చట్టం తనపని తాను చేస్తుంది. పోలీసులు ఇప్పటికే కొందరు నిందితులను పట్టుకున్నారు. మరికొందరిపై కేసులు నమోదు చేశారు. విచారణ కొనసాగుతోంది. కానీ, అనుమానాలు రేకెత్తించి, అపోహలు సృష్టించిన వారి సంగతి ఏంటి?",మైనార్టీల రక్షణ ముసుగులో దాడులు
"ఆయన పేరు పొత్తూరి. మైత్రీపురి అని తన ఈమెయిల్‌ పేరు పెట్టుకున్నారు. 86 సంవత్సరాల జీవన సంఘర్షణ తరువాత ప్రశాంతంగా మృత్యువు ఒడిలోకి ఒరిగి పోయారు. ఆధ్యాత్మిక జీవనం, తత్వం, భక్తి, వేదాంతం అలవరుచుకుంటున్న రోజులలో ఆయనను అన్యాయంగా క్యాన్సర్‌ రక్కసి ఆవరించింది. ఆ రాకాసితో ఓపికగా పోరాడి, ఆస్పత్రినుంచి విడుదలై నిజనివాసంలో స్వేచ్ఛావాయు వులు పీల్చుకుంటూ దోసపండువలె రాలిపోయారు. సమాజం కోసం పోరాడుతున్న నక్సలైట్లను ప్రధాన జీవనస్రవంతివైపు మళ్లించాలన్న తపన. వారికీ, ప్రభుత్వానికీ మధ్య సయోధ్య సాధించడానికి అకుంఠిత దీక్షతో కృషి చేశారు. ఇవన్నీ ఆయన వ్యక్తిత్వ లక్షణాలు. ",మైత్రీపురి పొత్తూరి
"ఆంధ్రప్రదేశ్‌ ముఖ్యమంత్రి వైఎస్‌ జగన్‌మోహన్‌రెడ్డి కేవలం 9 నెలల పరి పాలనా కాలంలోనే సమర్థవంతమైన సీఎంగా ప్రజల మన్ననలు పొందారు. దేశంలోని పలు రాష్ట్రాల ముఖ్యమంత్రులు సైతం సీఎం జగన్‌ పాలనా తీరులను నిశితంగా పరిశీలించటం, సంతృప్తిని వ్యక్తం చేయటం శుభపరిణామం. ముఖ్యమంత్రిగా బాధ్యతలు స్వీకరించిన తర్వాత జగన్‌ పరిపాలనా అడుగులకు వేగం పెంచటం మనకు తెలిసిందే. గత ప్రభుత్వం ఖర్చు చేసిన అనవసరపు ఆర్థిక దుబారాను పూర్తిగా తగ్గించారు. రీటెండరింగ్‌ విధానం ద్వారా రాష్ట్రానికి దాదాపు రూ. 1,800 కోట్లు ఆదా చేశారు. ఆర్థికస్థితి మెరుగుకు మద్యం అమ్మకాలలో ప్రభుత్వ ఫాలసీ తీసుకు వచ్చారు. ఏ నవరత్నాలను నమ్మి ప్రజలు ఓట్లేశారో... ఆ నవరత్నాల అమలుకు అధిక ప్రాధాన్యతను ఇచ్చారు. ",బెస్ట్‌ సీఎం వైఎస్‌ జగన్‌
"కాంగ్రెస్‌ పార్టీ నిజమైన పతనం ఇప్పుడే ప్రారంభం అయివుండవచ్చు. కాంగ్రెస్‌ యువనేతల్లోని అత్యంత ప్రతిభాశాలులలో ఒకరైన జ్యోతిరాదిత్య సింధియా(మధ్యప్రదేశ్‌ రాజకుటుంబం వారసుడు, కాంగ్రెస్‌ మాజీనేత మాధవరావు సింధియా తనయుడు, గాంధీ కుటుంబ విధేయుడు) భారత రాజ కీయాల్లో కురువృద్ధ పార్టీకి లాంఛనంగా వీడ్కోలు పలికారు. పైగా కాంగ్రెస్‌కు మరింత అవమానం కలిగిస్తూ దాని బద్ధ విరోధి అయిన భారతీయ జనతాపార్టీలో చేరిపోయారు. ",సింధియా నిష్క్రమణతో చేతికి చిక్కులు
"ఒక మనిషిని అణగదొక్కడానికి ఎన్నో రకాల కుట్రలు. ఒక పార్టీ ఎదగకుండా ఎన్నో వైపుల నుంచి దాడులు. అయినా జగన్‌ నడిచాడు, జనాన్ని గెలిచాడు. పార్టీ బరిలో నిలిచింది, ప్రభంజనం సృష్టించింది. సవాళ్లనే సోపానాలుగా మలుచుకున్న వైఎస్‌ జగన్‌మోహన్‌రెడ్డి పదేళ్ల ప్రస్థానం ఇది. ప్రజా సంక్షేమమే లక్ష్యంగా సాగుతున్న వైఎస్సార్‌ కాంగ్రెస్‌ పార్టీ తొమ్మిదేళ్ల ప్రయాణం ఇది.",పదవ వసంతంలోకి అడుగిడిన వైఎస్సార్‌సీపీ
సాధారణంగా దక్షిణాది ఇటాలియన్లు పనులను వెతుక్కుంటూ ఉత్తర ఇటలీకి వెళ్తుంటారు. అందుకే సంప్రదాయంగా దక్షిణాదీయుల మీద ఉత్తరాదివా రికి కొంచెం చిన్నచూపు ఉండటం కద్దు. కానీ కరోనా వైరస్‌ ముందుగా ఇటలీ ఉత్తర ప్రాంతంలో వ్యాపిం చింది. దీంతో దక్షిణాదివారు ఉత్తర ప్రాంతాలను అంటరానివిగా పరిగణించడం విషాద సందర్భపు ఒక విచిత్రం. దీనికితోడు ఉత్తరాదివారు సురక్షితం అనుకుంటున్న దక్షిణాదివైపు తరలివెళ్తుండటం వైరస్‌ వ్యాప్తిని నియంత్రించడంలో ఇటలీ ప్రభుత్వానికి ఎదురవుతున్న ఇబ్బందుల్లో ఒకటి.,ఇళ్లలోనే ఇటాలియన్లు
"దేశంలో ఏ ముఖ్యమంత్రి చేయని విధంగా వైఎస్‌ జగన్‌మోహన్‌ రెడ్డి బీసీల విద్య, ఉద్యోగ, ఆర్థిక రాజకీయ విధానాలతో చరిత్రాత్మకమైన నిర్ణయాలు తీసుకుంటున్నారు. కానీ రిజర్వేషన్ల గరిష్ట పరిమితిపై ప్రతిసారి న్యాయపరమైన అవరోధాలు ఎదురవుతున్నాయి. కోర్టులు అడ్డుకుంటున్నాయి. దీనికి శాశ్వత పరిష్కారం చూడవలసిన బాధ్యత అన్ని పార్టీలపై ఉంది. రాజ్యాంగ సవరణ బిల్లును పార్లమెంటులో ప్రవేశపెట్టి జనాభా ప్రకారం రిజర్వేషన్లు కల్పించే విధంగా చర్యలు తీసుకోవాలి. తాజాగా టీడీపీ నేత పిటిషన్‌ కారణంగా రిజర్వేషన్లను హైకోర్టు మళ్లీ తగ్గించినప్పటికీ వైఎస్‌ జగన్‌ స్థానిక ఎన్నికల్లో తన పార్టీ పరంగా బీసీలకు 34 శాతం రిజర్వేషన్లు పాటించాలని ఆదేశించారు. ఏపీలో ప్రతిపక్ష పార్టీ టీడీపీతోపాటు ఇతర పార్టీలైన, కాంగ్రెస్, బీజేపీ, జనసేన పార్టీలు కూడా బీసీలకు 34% రిజర్వేషన్లు పాటించి బీసీలపై ఉన్న చిత్తశుద్ధిని నిరూపించుకోవాలి.",రాజ్యాంగబద్ధతే రిజర్వేషన్లకు రక్షణ
"నోట్ల రద్దు విషయంలో నరేంద్ర మోదీని తప్పుపట్ట వచ్చునేమోగానీ, జమిలి ఎన్నికల అంశంలో మాత్రం ఆయన్ని ఒప్పుకోవచ్చు. 2019 మేలో పార్లమెంట్‌ ఎన్నికలు ముగియగానే, 2019 నవంబర్‌లో మహా రాష్ట్ర, హరియాణా ఎన్నికలు వచ్చాయి. 2020 జనవరిలో జార్ఖండ్, ఫిబ్రవరిలో ఢిల్లీ ఎన్నికలు వచ్చాయి. ఎన్నికల హడావుడి నుండి దేశం కొద్దిగా విశ్రాంతి తీసుకుంటుండగానే అక్టో బర్‌లో మళ్లీ బిహార్‌ ఎన్నికలు దూసుకొస్తున్నాయి. ఢిల్లీ లాంటి చిన్న రాష్ట్రమే బీజేపీని ఎంత టెన్షన్‌ పెట్టిందో చూశాం.",బీజేపీకి బిహార్‌ ఎంత ముఖ్యం?
"బడుగు, బలహీన వర్గాలకు అంబేడ్కర్‌ ఆదినుంచీ ఉద్యోగ సద్యోగాల్లో, విద్యాసంస్థల్లో, స్థానిక సంస్థల్లో సూత్రబద్ధమైన రిజర్వేషన్లు నిర్దేశించాన్నది తెలిసిన విషయమే. ఆ వర్గాల సముద్ధరణ పూర్తి స్థాయిలో జరిగే వరకూ రిజర్వేషన్లు కొనసాగాలన్నది ఆయన అభిమతం. అయితే ప్రస్తుత వ్యవస్థలో తనలాంటి దళిత వ్యతిరేకులు ఉన్నంత కాలం.. అంబేడ్కర్‌ లక్ష్యం నెరవేరదన్న నమ్మకం చంద్రబాబులో బలంగా ఉంది. కనుకనే సుప్రీంలో రిట్‌ ద్వారా రిజర్వేషన్ల శాతాన్ని 34 నుంచి 24 శాతానికి అంటే 10 శాతానికి తగ్గించేలా కుట్రపన్ని ‘సంతృప్తి’ చెందాడు. కానీ, వైఎస్సార్‌సీపీ పాలకులు ఆ తగ్గిన 10 శాతం రిజర్వేషన్లను తమ పార్టీ ద్వారానే నింపదలిచి, బీసీలకు అండగా నిలిచారు.",అంబేడ్కర్‌ సవరణకే ‘ఎసరా’?
"మహిళా దినోత్సవం రోజున మాత్రమే ప్రశంసల పూల జల్లు కురవడం, మిగిలిన రోజుల్లో ద్వితీయ శ్రేణి పౌరులుగానే నిరాదరణకు గురవడం మహిళలకు అలవాటైపోయింది. మన దేశంలో మాత్రమే కాదు...ప్రపంచమంతటా ఇదే స్థితి. సమానహక్కులు ప్రకటనలకే పరిమితమవుతున్నాయి తప్ప ఆచరణ రూపం దాల్చటం లేదు. ప్రాచీనకాలం నుంచి ఇప్పటివరకూ సమాజం ఎదగడానికి జరిగిన, జరుగుతున్న ఉద్యమాల్లో, పోరాటాల్లో మహిళలు చురుగ్గా పాల్గొంటున్నారు. చరిత్ర సృష్టిస్తున్నారు. అయినా మహిళల భద్రత ఇప్పటికీ డేంజర్‌ జోన్‌లోనే ఉండటం ఆందోళన కలిగిస్తోంది. మహిళలను అభద్రతా భావనలో ఉంచడం ప్రపంచ మనుగడకు కూడా ముప్పు కలిగిస్తుందన్న సంగతిని సమాజం గ్రహించలేకపోతోంది.",సమానత్వం  ఎక్కడ?
"కరోనా దెబ్బకు రోజురోజుకు కోడిగుడ్డు ధర అమాంతంగా పడిపోతోంది. చికెన్, గుడ్లు తింటే కరోనా వస్తుందనే పుకార్లు రావడంతో గుడ్ల వ్యాపారం పడిపోయింది. దీంతో ఆర్మూర్‌ పట్టణంలోని బృందావనం థియేటర్‌ సమీపంలో ఓ గుడ్ల వ్యాపారి కేవలం వంద రూపాయలకే వందగుడ్లు విక్రయిస్తున్నాడు. అదేవిధంగా 100 రూపాయలకే 100 గుడ్లు అని ఆటోలో ప్రచారం చేస్తున్నాడు. దీంతో ప్రజలు తరలివచ్చి గుడ్లను కొనుగోలు చేస్తున్నారు. ",త్వరపడండి: రూపాయికే గుడ్డు
"‘నేను సమానత్వపు తరం. స్త్రీల హక్కులను గుర్తించాలి’ అని ఐక్యరాజ్య సమితి మహిళా విభాగం ఈ ఏడాది అంతర్జాతీయ మహిళా దినోత్సవం సందర్భంగా పిలుపునిచ్చింది. అందరూ కోరుకుం టున్న సమానత్వం విరాజిల్లే ప్రపంచం నిర్మించడానికి వయస్సు, జాతి, వర్ణ, మత, లింగ తేడాల్లేకుండా అందరూ సమానత్వం వైపే సాగే చర్యలు చేపట్టాలని దాని సారాంశం. సమానత్వం భావన ఎంత వెనుకబడిన వారిలో కూడా ఇంతో అంతో చేరింది. మరెందుకు తాము సమానం అని భావించలేకపోతున్నారు. స్త్రీలే కాదు. వివక్షకు గురవుతున్న సమూహాలన్నీ తమనితాము వంచితులు గానే భావించడానికి కారణం ఏమిటో దేశాధినేతలు విధానకర్తలు ఒకసారి పరికించి చూడాల్సి ఉంది. బీజింగ్‌ కార్యాచరణ ప్రణాళిక ప్రకటించి 25 సంవత్సరాలు గడిచాక దానిపై సంతకం చేసిన దేశాలు.. సమానత్వ సూచికలో ఎక్కడుంటున్నారో సమీక్షించాలి. ఒకే పనికి ఒకే రకం అయిన వేతనం.. వేతనంలో తేడాను ఆపాలనే అతి చిన్న డిమాండ్‌ కూడా పూర్తికాలేదు. 34 శాతం మన దేశంలో వేతన వ్యత్యాసం ఇంకా కొనసాగుతున్నది. పైగా ఓట్ల రద్దు తరువాయి ఆర్థికమాంద్యం వలన కోల్పోయిన 3 కోట్ల 60 లక్షల ఉద్యోగాల్లో అత్యధికంగా మహిళలే ఉన్నారు. దాదాపు 50–60 శాతం వ్యవసాయం, వ్యవసాయ ఆధారిత వృత్తుల్లో ఉన్న మహిళలు దరిద్రంలోకినెట్టివేయబడుతున్నారు. మహిళల్ని రైతులుగా గుర్తించాలనే కోరిక కూడా ఎవరి చెవికీ ఎక్కడం లేదు.",నిజమైన వారసులు
"1910 నుండి మార్చి 8 అంటే అంతర్జాతీయంగా స్త్రీల  సామాజిక సామూహిక శక్తికి సంకేతం. మహిళల అస్తిత్వం, వ్యక్తిత్వం, ఆకాంక్షలు, విజయాలు ఏ స్థాయికి చేరాయో చూసుకొని వాటికి అవరోధంగా ఉన్న సమస్త అధికార శక్తుల నుండి విముక్తికి  పునరంకితం కావటానికి కావలసిన ఉత్సాహ శక్తిని పుంజుకొనవలసిన సందర్భం ఇది.  స్త్రీ పురుషులు సంఖ్యలోనే కాదు, శక్తిసామర్థ్యాలలో, అవకాశాలలో, అభివృద్ధిలో, నిర్ణయాలలో, నిర్మాణంలో సమానంగా ఉండే ప్రపంచం నిస్సందేహంగా శక్తిమంతమైన ప్రపంచమే. అయితే అలాంటి ప్రపంచాన్ని నిర్మించుకొనటం ఆకాంక్షగా, ఆదర్శంగా మిగిలిపోతున్నదే తప్ప ఆచరణ వాస్తవం కావటంలేదు. ఎందువల్ల? భారతదేశంలోనైతే స్వాతంత్య్రం వచ్చిన పాతికేళ్లకే స్త్రీ పురుష సమానత్వం సాధించబడలేదన్న ఎరుక కలి గింది కదా! సమానత్వ దిశగా తొలి అడుగులు మాత్రమే పడుతున్నాయి  అని అనుకున్న (Towards equality report) 50 ఏళ్ళ తరువాత వెనుదిరిగి చూస్తే ఆ అడుగులు  సాగిన జాడ లేక   అక్కడే కూరుకు పోయాయా ఏమిటి? అని ఆందోళన  కలగక మానదు.",ఒక ఆకాంక్ష ఒక విలువ
మొట్టమొదటగా నేడు అంతర్జాతీయ మహిళా దినోత్సవం గురించి మాట్లాడుకునే ముందు ఈ దేశంలో నిరసనలు తీసుకొచ్చిన సరికొత్త మార్పు పట్ల పండుగ చేసుకోవలసిందే. ఒకవైపు ప్రధాని నరేంద్రమోదీ మహిళలకు స్ఫూర్తి కలిగించడానికి తన సోషల్‌ మీడియా ఖాతాలను మార్చి 8న మహిళలకు అప్పగించేస్తానని ప్రకటించారు. కానీ అదే సమయంలో ఈ దేశంలో మహిళలు తమ మనుగడ హక్కుకోసం తీవ్రమైన పోరాటం చేస్తున్నారు. ఈ నేపథ్యంలోనే ఇన్ని దశాబ్దాల తర్వాత దేశ చరిత్రలో మహిళలు నిరసన ప్రదర్శనలకు తీసుకొచ్చిన వినూత్న మార్పును మనం మనస్ఫూర్తిగా స్వాగతించాలి.,తీరు మార్చిన పోరు
"క్షణానికి వచ్చేది తెలియ దంటారు. ఆది శంకరుడు అంతా మిథ్య అన్నాడు. అయితే రోల్స్‌ రాయిస్‌ కారు, ఫైవ్‌స్టార్‌ రిసార్టు, అందలి సుఖాలు మాయం టావా? మిథ్యంటావా? నా ముద్దుల వేదాంతీ అని శ్రీశ్రీ సూటిగా ప్రశ్నించాడు. మనల్ని కొన్ని వైరాగ్యాలు ఆవహిస్తూ ఉంటాయ్‌. గొప్ప జీవితం గడిపి ఆఖరికి గుప్పెడు బూడిద అయినప్పుడు చూపరు లకు శ్మశాన వైరాగ్యం ఆవరిస్తుంది. విపరీతంగా ప్రసవ వేదన అనుభవించిన తల్లికి ప్రసూతి వైరాగ్యం పూనుతుంది. మంచి పౌరాణికుడు ప్రవ చనం ఆర్ద్రంగా వినిపించినపుడు ఇంటికి వెళ్లేదాకా పురాణ వైరాగ్యం మనసుని వేధిస్తుంది.",దోపిడీదారులు
"భారత్‌లో మొదలుకానున్న తదుపరి వ్యవసాయ విప్లవం దేశీయ ప్రాధాన్యతల మీదే ఆధారపడి ఉండాలి. దాదాపు 60 కోట్లమంది ప్రజలు ప్రత్యక్షంగానూ, పరోక్షంగానూ  నేటికీ వ్యవసాయంపైనే ఆధారపడి ఉన్న దేశంలో, ఇప్పటికే పట్టణప్రాంతాలో ఉపాధి అవకాశాలు ఆవిరైపోయి, నిరుద్యోగం 45 ఏళ్లలో కనీవినీ ఎరుగని స్థాయికి పెరిగి ఉన్న నేపథ్యంలో ఆర్థికంగా ప్రయోజనకరంగా ఉండే వ్యవసాయాన్ని అమలు చేసినప్పుడే ఈ రంగంలో ప్రతిఏటా 12 లక్షల కొత్త ఉపాధి అవకాశాలను కల్పించవచ్చు. అధిక సంఖ్యలో రైతులను పట్టణాలకు తరిమి వారిని రోజుకూలీ కార్మికులుగా మారుస్తున్న  విధానాలకు బదులుగా స్థానిక ఉత్పత్తిపై, స్థానికంగా ధాన్యసేకరణ, స్థానిక పంపిణీపై ఆధారపడిన ఆకర్షణీయమైన వ్యవసాయ నమూనాను అమలు చేయడం గురించి మన విధాన నిర్ణేతలు అర్థం చేసుకోవలసిన అవసరం ఎంతైనా ఉంది.",మరో వ్యవసాయ విప్లవానికి బీజాలు
"నాలుగు అక్షరాలే కానీ, నాలుగు రాళ్ళు వెనకేసుకోలేని పరిస్థితి తెలుగు పత్రికారంగంలో గతంలో ఎక్కువగా ఉండేది.  ఆదాయం తక్కువై శ్రమ ఎక్కువైనా, వేళాపాళా లేకపోయినా చాలామంది పత్రికారంగాన్ని పట్టుకుని వేళ్లాడడానికి కారణం, ఆ వృత్తిపట్ల ఆసక్తి, దాని విలువలపట్ల నిబద్ధతే. పొత్తూరి వెంకటేశ్వరరావు అలాంటి తరానికి చెందిన పాత్రికేయులు. ఆంధ్రజనత, ఆంధ్రభూమి, ఈనాడు, ఆంధ్రప్రభ, ఉదయం పత్రికలలో సబ్‌–ఎడిటర్‌ నుంచి సంపాదకుని వరకు వివిధ హోదాలలో పనిచేసిన పొత్తూరిగారు పాత్రికేయ కులపతులలో ఒకరుగా పరిణమించి తదుపరి తరాలవారికి  మార్గదర్శి అయ్యారు.",పెద్దదిక్కు ‘పొత్తూరి’
"లా కళాశాలల్లో క్రిమినల్‌ లా, ప్రొసీజర్‌ గురించి పాఠాలు చెబుతూ ఉంటాం. తరగతి గదిలో చెప్పేదానికి, కోర్టుల్లో జరిగేదానికి తేడాలు ఉంటా యని నవ్వుకుంటూ ఉంటారు. తీవ్ర నేరం జరిగితే ప్రథమ సమాచార నివేదిక నమోదు చేయడం అనేది మొదటి దశ. ఇదే లేకపోతే అసలు దర్యాప్తులు నేర విచారణలు ఉండవు. శిక్ష సంగతి తలెత్తదు. బీజేపీ నాయకుల మీద ఎఫ్‌ఐఆర్‌ చేసే విధిని ధైర్యంగా నిర్వర్తించే పోలీసు అధికారులు ఈ దేశంలో లేరా? అది జరగాలనే న్యాయవాదులు, న్యాయమూర్తులన్నా ఉన్నారా? ఈ అన్యాయం భరించలేక హర్షమందర్‌ అనే మానవహక్కులవాది డిల్లీ హైకోర్టులో రిట్‌ పిటిషన్‌ వేశారు. ఎఫ్‌ ఐ ఆర్‌ నమోదు చేయాలని హైకోర్టు మెట్లెక్కవలసి రావడమే పెద్ద విషాదం. ముఖ్యమైన మూడు కొత్త పాఠాలు ఇవి.",నేరస్తుల చెరలో ‘న్యాయ’ శాస్త్రం
